نص السؤال 	رقم السورة 	رقم الآية 	رقم آية 1	رقم آية 2
اذكر آية تُبيّن أن التعرض لضيق نفسي قد يكون رحمة من حيث أنه يُخفّف من الإحساس بضيق نفسي آخر ، فقد يتعرض الإنسان لمشكلة تسبب لديه شعوراً سلبياً قويّاً ( خوف ، حزن ، ندم ) ، ثم بعد ذلك يتعرض لما يسبب لديه شعوراً سلبياً أقوى من الأول إلى درجة أنه ينسيه الشعور الأول . عند زوال هذا المسبب الثاني ، فإنه يُشعِرُ بارتياح لأنّ الأول كان قد تضاءل الثاني.  اذكر آية تدل مثل هذا .	3	{  إِذۡ تُصۡعِدُونَ وَلَا تَلۡوُۥنَ عَلَىٰۤ أَحَدࣲ وَٱلرَّسُولُ یَدۡعُوكُمۡ فِیۤ أُخۡرَىٰكُمۡ فَأَثَـٰبَكُمۡ غَمَّۢا بِغَمࣲّ لِّكَیۡلَا تَحۡزَنُوا۟ عَلَىٰ مَا فَاتَكُمۡ وَلَا مَاۤ أَصَـٰبَكُمۡۗ وَٱللَّهُ خَبِیرُۢ بِمَا تَعۡمَلُونَ }[سُورَةُ آلِ عِمۡرَانَ: ١٥٣]	153	
اذكر آية تُكلّف المؤمنين بتكليفٍ و تَضْمَنُ لهم ضماناً يُريح قلوبهم من الخوف من مؤامرات أعدائهم و قوتهم .	3	{ وَإِن تَصۡبِرُوا۟ وَتَتَّقُوا۟ لَا یَضُرُّكُمۡ كَیۡدُهُمۡ شَیۡـًٔاۗ إِنَّ ٱللَّهَ بِمَا یَعۡمَلُونَ مُحِیطࣱ }[سُورَةُ آلِ عِمۡرَانَ: ١٢٠]	120	
قرأنا في الجزء الثالث قول الله تعالى : { إِنَّ ٱلَّذِینَ یَكۡفُرُونَ بِـَٔایَـٰتِ ٱللَّهِ وَیَقۡتُلُونَ ٱلنَّبِیِّـۧنَ بِغَیۡرِ حَقࣲّ وَیَقۡتُلُونَ ٱلَّذِینَ یَأۡمُرُونَ بِٱلۡقِسۡطِ مِنَ ٱلنَّاسِ فَبَشِّرۡهُم بِعَذَابٍ أَلِیمٍ }[سُورَةُ آلِ عِمۡرَانَ: ٢١]. و قد يسأل سائل : هل يمكن أن يكون قتل الأنبياء بحق أصلاً ؟ و الجواب أن هذه العبارة ( بِغَیۡرِ حَقࣲّ= ) هي لزيادة بيان شناعة فعلهم ، فليست قَيْداً إذا توفر حَرُمَ هي قتل الأنبياء و إذا لم يتوفر جاز قتلهم ! اذكر آية فيها عبارة قد يُظن أنها للتقييد بينما هي للتشنيع .	3	} یَـٰۤأَیُّهَا ٱلَّذِینَ ءَامَنُوا۟ لَا تَأۡكُلُوا۟ ٱلرِّبَوٰۤا۟ أَضۡعَـٰفࣰا مُّضَـٰعَفَةࣰۖ وَٱتَّقُوا۟ ٱللَّهَ لَعَلَّكُمۡ تُفۡلِحُونَ }[سُورَةُ آلِ عِمۡرَانَ: ١٣٠ [	130	
يتساءل البعض : ما الدليل على أن القرآن كلام الله ؟ و في الإجابة عن هذا السؤال كثيراً ما نسترسل بالحديث عن الإعجاز البلاغي و الأدلة العلمية و الإنباء بأخبار المستقبل و الماضي ، و هذا كله صحيح. لكنْ حقيقةً هناك دليل مهم جداً،و هو أن أسلوب القرآن في خطاب النبي صلى الله عليه وسلم هو أسلوب خطاب رب لعبد،لا أسلوب إنسان يريد أن يصنع لنفسه مجداً مزعوماً بصياغة كلام ثم نسبته إلى الله -تعالى- ، فمثلا ترى القرآن يتوعّد النبي إن عصى ربه، و في المقابل إنْ فعل النبي فعلاً عظيماً ترى أنّ القرآن ينسب الفضل في ذلك إلى الله.و ذلك بخلاف ما تراه في كتب البهائية و القاديانية و البابية مثلاً من نسبة أمجاد موهومة إلى أنفسهم و قدسية مهما فعلوا. اذكر آية تتحدث عن موقف أَحْسَنَ فيه النبي التصرف جداً ،لكن الآية مع ذلك نسبت الفضل إلى الله أن وفق نبيه إلى هذا التصرف .	3	{ فَبِمَا رَحۡمَةࣲ مِّنَ ٱللَّهِ لِنتَ لَهُمۡۖ  }[سُورَةُ آلِ عِمۡرَانَ: ١٥٩]	159	
جملة معترضة جاءت في مكان بديع يتولى فيها لأبعد حد المعنى الذي ذكرناه من أن القرآن خطاب رب لعبد . فالنبي -صلى الله عليه وسلم- مبلّغ عن ربه ، ليس له أن يتوقع ولا حتى يقتص الله له من ظالميه في الدنيا . بل عليه التسليم لتصاريف القدر كلها ، فإنما هو عبد لرب يحكم ما يشاء و يفعل ما يريد . اذكر تحديداً هذه الجملة المعترضة التي يتجلى فيها المعنى المذكور .	3	{ لَیۡسَ لَكَ مِنَ ٱلۡأَمۡرِ شَیۡءٌ }[سُورَةُ آلِ عِمۡرَانَ: ١٢٨]	128	
يدعو البعض إلى جمع أبناء المجتمع الواحد على مبادئ أرضية بدعوى أن هذا يوحدهم ، و لو على حساب التفريط في حق الله تعالى و تجاوز شرائعه و أحكامه.  بينما يعلمنا القرآن أن ترك ما أخرج الله هذه الأمة لأجله و ترك التواصي بالتزام حدوده ، يؤدي إلى تمزق المجتمع و ضياع وحدته . اذكر آيتين متتاليتين يفيد تعاقبهما هذا المعنى .	3	{ وَلۡتَكُن مِّنكُمۡ أُمَّةࣱ یَدۡعُونَ إِلَى ٱلۡخَیۡرِ وَیَأۡمُرُونَ بِٱلۡمَعۡرُوفِ وَیَنۡهَوۡنَ عَنِ ٱلۡمُنكَرِۚ وَأُو۟لَـٰۤىِٕكَ هُمُ ٱلۡمُفۡلِحُونَ (١٠٤) وَلَا تَكُونُوا۟ كَٱلَّذِینَ تَفَرَّقُوا۟ وَٱخۡتَلَفُوا۟ مِنۢ بَعۡدِ مَا جَاۤءَهُمُ ٱلۡبَیِّنَـٰتُۚ وَأُو۟لَـٰۤىِٕكَ لَهُمۡ عَذَابٌ عَظِیمࣱ (١٠٥) }[سُورَةُ آلِ عِمۡرَانَ: ١٠٤-١٠٥]	104	105
من حسن تعامل الإسلام مع الرقيق و الإماء أنّه سمَاهم بتسمياتٍ تكرمهم و تشعرهم بحسن الصلة مع من يمتلكونهم و كأنهم من أفراد العائلة . اذكر كلمتين متفرقتين من آية فيهما هذا المعنى .	4	} وَمَن لَّمۡ یَسۡتَطِعۡ مِنكُمۡ طَوۡلًا أَن یَنكِحَ ٱلۡمُحۡصَنَـٰتِ ٱلۡمُؤۡمِنَـٰتِ فَمِن مَّا مَلَكَتۡ أَیۡمَـٰنُكُم مِّن فَتَیَـٰتِكُمُ ٱلۡمُؤۡمِنَـٰتِۚ وَٱللَّهُ أَعۡلَمُ بِإِیمَـٰنِكُمۚ بَعۡضُكُم مِّنۢ بَعۡضࣲۚ فَٱنكِحُوهُنَّ بِإِذۡنِ أَهۡلِهِنَّ }[سُورَةُ النِّسَاءِ: ٢٥ [	25	
المعصية سبب للهوان و المذلة . اذكر آية تدل على ذلك .	3	{ ضُرِبَتۡ عَلَیۡهِمُ ٱلذِّلَّةُ أَیۡنَ مَا ثُقِفُوۤا۟ إِلَّا بِحَبۡلࣲ مِّنَ ٱللَّهِ وَحَبۡلࣲ مِّنَ ٱلنَّاسِ وَبَاۤءُو بِغَضَبࣲ مِّنَ ٱللَّهِ وَضُرِبَتۡ عَلَیۡهِمُ ٱلۡمَسۡكَنَةُۚ ذَ ٰ⁠لِكَ بِأَنَّهُمۡ كَانُوا۟ یَكۡفُرُونَ بِـَٔایَـٰتِ ٱللَّهِ وَیَقۡتُلُونَ ٱلۡأَنۢبِیَاۤءَ بِغَیۡرِ حَقࣲّۚ ذَ ٰ⁠لِكَ بِمَا عَصَوا۟ وَّكَانُوا۟ یَعۡتَدُونَ }[سُورَةُ آلِ عِمۡرَانَ: ١١٢]	112	
يحاول البعض التوفيق بين خرافة التطور و الإسلام متأولين بذلك الآيات تأولاً واضح البطلان.  اذكر ثلاث كلمات من آية تبطل فكرة أن يكون والدا البشرية قد تطورا عن كائنات أدنى .	4	} یَـٰۤأَیُّهَا ٱلنَّاسُ ٱتَّقُوا۟ رَبَّكُمُ ٱلَّذِی خَلَقَكُم مِّن نَّفۡسࣲ وَ ٰ⁠حِدَةࣲ وَخَلَقَ مِنۡهَا زَوۡجَهَا وَبَثَّ مِنۡهُمَا رِجَالࣰا كَثِیرࣰا وَنِسَاۤءࣰۚ وَٱتَّقُوا۟ ٱللَّهَ ٱلَّذِی تَسَاۤءَلُونَ بِهِۦ وَٱلۡأَرۡحَامَۚ إِنَّ ٱللَّهَ كَانَ عَلَیۡكُمۡ رَقِیبࣰا }[سُورَةُ النِّسَاءِ: ١ [	1	
من أهم ما ينجو به المسلم أن يكون معترفاً بذنبه إذا أذنب لا أن يدافع عنه ، قال الله تعالى : { وَءَاخَرُونَ ٱعۡتَرَفُوا۟ بِذُنُوبِهِمۡ خَلَطُوا۟ عَمَلࣰا صَـٰلِحࣰا وَءَاخَرَ سَیِّئًا عَسَى ٱللَّهُ أَن یَتُوبَ عَلَیۡهِمۡۚ إِنَّ ٱللَّهَ غَفُورࣱ رَّحِیمٌ }[سُورَةُ التَّوۡبَةِ: ١٠٢] . لكن قد يخدر أحدنا نفسه بأنه يعترف بذنبه فلا يقلع عنه . اذكر خمس كلمات تُكَمِّل المعنى و تمنع من سوء الفهم هذا  	3	} وَٱلَّذِینَ إِذَا فَعَلُوا۟ فَـٰحِشَةً أَوۡ ظَلَمُوۤا۟ أَنفُسَهُمۡ ذَكَرُوا۟ ٱللَّهَ فَٱسۡتَغۡفَرُوا۟ لِذُنُوبِهِمۡ وَمَن یَغۡفِرُ ٱلذُّنُوبَ إِلَّا ٱللَّهُ وَلَمۡ یُصِرُّوا۟ عَلَىٰ مَا فَعَلُوا۟ وَهُمۡ یَعۡلَمُونَ }[سُورَةُ آلِ عِمۡرَانَ: ١٣٥ [	135	
شرك المرء سبب لخوفه من عدوه . اذكر آية تدل على هذا المعنى. 	3	{ سَنُلۡقِی فِی قُلُوبِ ٱلَّذِینَ كَفَرُوا۟ ٱلرُّعۡبَ بِمَاۤ أَشۡرَكُوا۟ بِٱللَّهِ مَا لَمۡ یُنَزِّلۡ بِهِۦ سُلۡطَـٰنࣰاۖ وَمَأۡوَىٰهُمُ ٱلنَّارُۖ وَبِئۡسَ مَثۡوَى ٱلظَّـٰلِمِینَ }[سُورَةُ آلِ عِمۡرَانَ: ١٥١]	151	
عدم الإيمان بالآخرة يجعل الإنسان يتحسر على مصائب الدنيا ، و هي من عقوبات الله لهؤلاء . اذكر ست كلمات من آية تدل على هذا المعنى .	3	} یَـٰۤأَیُّهَا ٱلَّذِینَ ءَامَنُوا۟ لَا تَكُونُوا۟ كَٱلَّذِینَ كَفَرُوا۟ وَقَالُوا۟ لِإِخۡوَ ٰ⁠نِهِمۡ إِذَا ضَرَبُوا۟ فِی ٱلۡأَرۡضِ أَوۡ كَانُوا۟ غُزࣰّى لَّوۡ كَانُوا۟ عِندَنَا مَا مَاتُوا۟ وَمَا قُتِلُوا۟ لِیَجۡعَلَ ٱللَّهُ ذَ ٰ⁠لِكَ حَسۡرَةࣰ فِی قُلُوبِهِمۡۗ وَٱللَّهُ یُحۡیِۦ وَیُمِیتُۗ وَٱللَّهُ بِمَا تَعۡمَلُونَ بَصِیرࣱ }[سُورَةُ آلِ عِمۡرَانَ: ١٥٦ [	154	
الذي لا يرضى بقدر الله فإنه يدخل الغم على نفسه بنفسه . اذكر كلمتين من آية تدلان على هذا المعنى .	3	}  ثُمَّ أَنزَلَ عَلَیۡكُم مِّنۢ بَعۡدِ ٱلۡغَمِّ أَمَنَةࣰ نُّعَاسࣰا یَغۡشَىٰ طَاۤىِٕفَةࣰ مِّنكُمۡۖ وَطَاۤىِٕفَةࣱ قَدۡ أَهَمَّتۡهُمۡ أَنفُسُهُمۡ یَظُنُّونَ بِٱللَّهِ غَیۡرَ ٱلۡحَقِّ ظَنَّ ٱلۡجَـٰهِلِیَّةِۖ یَقُولُونَ هَل لَّنَا مِنَ ٱلۡأَمۡرِ مِن شَیۡءࣲۗ قُلۡ إِنَّ ٱلۡأَمۡرَ كُلَّهُۥ لِلَّهِۗ یُخۡفُونَ فِیۤ أَنفُسِهِم مَّا لَا یُبۡدُونَ لَكَۖ یَقُولُونَ لَوۡ كَانَ لَنَا مِنَ ٱلۡأَمۡرِ شَیۡءࣱ مَّا قُتِلۡنَا هَـٰهُنَاۗ قُل لَّوۡ كُنتُمۡ فِی بُیُوتِكُمۡ لَبَرَزَ ٱلَّذِینَ كُتِبَ عَلَیۡهِمُ ٱلۡقَتۡلُ إِلَىٰ مَضَاجِعِهِمۡۖ وَلِیَبۡتَلِیَ ٱللَّهُ مَا فِی صُدُورِكُمۡ وَلِیُمَحِّصَ مَا فِی قُلُوبِكُمۡۚ وَٱللَّهُ عَلِیمُۢ بِذَاتِ ٱلصُّدُورِ }[سُورَةُ آلِ عِمۡرَانَ: ١٥٤ [	155	
